Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
-0.07226620240273789,-0.4486514278708476,-0.7824199537004816,1.0212067202866648,-1.7542950861623559,-0.05520512550595724,1.3298913160824652,1
-0.9229327582367226,-0.8092528230357707,-0.438804190375445,-1.404102300326464,0.7155447114020952,-0.953023664073155,-1.2253475939428524,1
0.1844302007785593,0.2805711147645497,0.45030261132382404,-0.22005344552815637,0.7077312451855782,0.235463626355173,-0.6952446238627271,0
-1.2987685234326578,-1.3502267804293753,-1.5047186928478653,-0.6853052101934949,-1.1968842821900703,-1.2796051574769731,-0.23584328428664636,1
1.0857453742806027,1.0917082321812153,0.898122927042048,1.0702905561756144,0.24471018278634307,1.0968082867930784,1.2301530546385198,0
-1.0271077559403432,-1.2433606293742219,-1.1057363554789021,-0.7372426338336923,-0.5773380890001495,-1.0708623472600995,0.09363757737607066,1
0.7242984209221842,1.1147519732042601,1.397119093432048,-0.40693885479826786,1.5468105426429948,0.7180410908350418,-1.1728168425765781,0
1.1887692670372219,1.1499348507179668,1.0602316917575938,0.9009386958642635,0.5044759586779927,1.1966905992086792,0.52940631069951,0
-0.874010797989166,-0.7494289271836294,-0.7371629327705959,-0.7679981161643258,-0.09204765308093935,-0.8217177028077023,-1.1437963683164083,1
0.8405600205693189,0.8392614185143901,1.0458912876121353,0.30336126910567196,0.8729424264519555,0.7707879299758646,1.0928720550590096,0
-0.8003400813810807,-0.6812216781373239,-0.6204996145154071,-0.757106103299177,0.03289390673923435,-0.7998333759301268,1.7101772418430166,1
-1.5646737661899657,-1.5577624678662123,-1.5473229265640311,-1.05442549145304,-0.8981790784460075,-1.5276275287561614,0.11556296113710769,1
0.5907702470700297,0.6923067723095121,0.8125934383355798,0.1212074725018118,0.795995843180384,0.6041303637543286,-0.27170726646156185,0
0.9441594657994388,0.8517923884332517,0.8131360340761039,0.8832084394126364,0.29244651058059706,0.8919934326824364,-1.4348928057661314,0
2.0400113753447076,1.6087401404740251,1.2265346692069656,2.2804709381175083,-0.2709387953877302,2.0754304938313237,0.971646948303876,0
-1.0645186667178865,-1.216615859070847,-1.3630933535073126,-0.2669921064611146,-1.393806937657132,-1.0596396155280097,-1.0070369986825076,1
0.02154885077787072,0.3176036513869189,0.26640801698794353,-0.18060827678967142,0.5133979195560019,0.10079084557009337,0.6687799849870707,0
-0.6950139787304588,-0.4758444966815948,-0.4636493178446831,-0.6998216915251794,0.16074313332532184,-0.6763833268771371,-1.166990436119201,1
-0.5407659158322803,-0.69179091432068,-0.9974815265209989,0.4843015931352941,-1.5659049972947792,-0.48952484353783915,-0.17366622575510138,1
-0.6742940896844348,-0.4714710196402061,-0.15978872442785164,-1.2622349957244983,0.8738462759451722,-0.7145406147662431,-1.134836335356866,1
-0.13672807943481252,0.03476835874706419,-0.07158551233761128,-0.12471676672191857,0.1381497382889107,-0.04903262305330776,-0.05455995214186872,0
-0.4578863596481843,-0.897925241156227,-1.0643045472856694,0.5321241086814706,-1.7181496333157034,-0.4951362094038841,0.49667056946684934,1
-0.2391764197179311,0.5514640431593447,1.1148393296371217,-1.8676607856275318,2.1510140328002643,-0.17753290138573793,-1.8818242660524767,0
-0.6668119075289262,-0.374921722975136,-0.16149327760628257,-1.1273999839925142,0.7782315056564728,-0.6617937756254202,1.1351417760645235,1
-0.22190984551291112,-0.509849307316195,-0.71987227332859,0.6917495809333758,-1.3468806636539683,-0.19941722826331337,1.4953334084335819,1
-1.2452421433970957,-1.1731634140528244,-0.7913178259727413,-1.6185746063664386,0.5250541672656913,-1.2796051574769731,1.3505033925910603,1
-0.449828625019175,-0.6030064215733806,-0.7689449112505212,0.2366508469302546,-0.9989668238216697,-0.43565573122380724,-0.15562460005518144,1
0.3956579585533038,0.9651340574317289,1.1501481804304536,-0.5506602604309698,1.4601035217622855,0.42905574873372504,-1.7690214056315443,0
0.010037801307857395,-0.09808541723164624,-0.2368399366035265,0.4274956590466477,-0.47909703905191514,0.0003473965678881177,1.544033487972142,1
-0.6414875986948968,-0.7435693919221914,-0.8269346129339268,-0.1584268487595961,-0.7237901298412767,-0.6225142145631053,1.0610295474057778,1
-0.04233747378070324,-0.41175834288340535,-0.996094505255029,1.577114057069888,-2.6828640103302273,-0.045104666947076266,0.4227014428285806,1
1.0494855684500608,0.429431885157263,0.13151016695755438,1.9190634513248892,-1.2579992878603323,0.9806530133659471,1.3222199706729172,0
-0.45040417749267564,-0.6813619853037535,-0.48385621130690115,-0.3396609049238366,-0.14699203846889553,-0.5035532582029516,-0.29093987026738694,1
0.24428765802262858,-0.4989438472523097,-0.7806552090331501,1.6749560982008123,-2.404404466775415,0.1625158700965882,1.414580015039582,1
-0.21615432077790445,0.2288482467107085,0.5316143341051573,-1.0078337268419613,1.2810532109912804,-0.17921631114555142,-0.3361839590748578,0
2.263901287536467,1.8422925409055082,1.7063489421268951,1.9754507174388534,0.3772094023626895,2.196074859951291,-0.29585611709990245,0
0.2747919391181639,0.7338257161316156,0.6120336526380082,-0.15810520542666553,0.8070921589713198,0.3678918607938347,-1.0594854279187227,0
-0.2034921663608898,-0.3878736143932861,-0.7506781028798233,0.7405104443847134,-1.4377033262522174,-0.1949281355704774,0.08565310012601654,1
-0.432562050814155,-0.5643192870249462,-0.4368527648584798,-0.3426726561321865,-0.09089083942138226,-0.4682016532468682,0.3028027225428141,1
-2.3905915656634216,-2.3217187339764416,-1.9809938806885246,-2.5809620279023693,-0.04963778424985486,-2.35698740375761,-0.298715080046636,1
-1.1802047138915206,-1.2428002562400062,-0.9287027185372689,-1.2906140388845537,0.11530337908615906,-1.2251749085763368,-0.9914288766963979,1
-1.6941730727276154,-1.6084201991992928,-1.2495530139516033,-2.0178855004669662,0.3486301361542213,-1.7279532901739674,-0.9700959045255074,1
-1.0558853796153767,-0.8147196693375065,-0.5592115937083336,-1.4369963120896814,0.6224965325988506,-1.0422443813432702,0.6694431782217543,1
0.7312050506041923,0.6853547233192295,0.45892395168330863,0.8891362462922658,-0.060790945920867236,0.7769604324285141,-0.0026977795701884134,0
0.2845763311676752,0.26543248482570525,0.07579116738441274,0.5060324546783302,-0.18272820097899709,0.2708152313112564,1.602996905968567,1
1.1697760354117,1.248866802617831,1.2596242859747455,0.6913641405757317,0.8049377001164199,1.1439437600678561,-1.2505697097347703,0
-0.6863806916279488,-0.609314255342191,-0.47263965820134085,-0.7729742840919788,0.2078257334986959,-0.6808724195699731,0.4767901597403704,1
-0.13385031706730918,-0.2735506507613048,-0.30945878711102964,0.10886009001038632,-0.30651863172762134,-0.15733198426797598,-0.5109176810028585,1
